abacinat: vc; 'abacinate' 
tripl: A vc;RB VPP abstract vt 'triple' 
triplicat: vc;count v 'triplicate' 
trophie: nc;artifact count 'trophy' 
trott: vc;VNPPPdir VPPdir abstract count 'trot' 
troubl: vc;VNPPP attack curse easiness problem vt vtoV 'trouble' 
trounc: vc;chgForm vt 'trounce' 
truckl: vc;count 'truckle' 
truncat: A vc;VNPPP chgForm vt 'truncate' 
trusse: vc;VNPPP artifact component count vt 'truss' 
tugg: vc;VNPPP VPP abstract count tool vt 'tug' 
tumbl: vc;VNPPP VPP VPPPP VPPdir VerbNom count nt 'tumble' 
tumefi: vc;ill vt 'tumefy' 
tumefie: vc;ill vt 'tumefy' 
tumesc: vc;statePhy 'tumesce' 
tunn: nc;count v 'tun' 
tupp: vc;count v 'tup' 
tussl: vc;VIrecip VPP abstract count vt 'tussle' 
tutt: vc; 'tut' 
twaddl: vc;abstract v 'twaddle' 
tweedl: vc; 'tweedle' 
tweez: vc; 'tweeze' 
twiddl: vc;VPP abstract count vt 'twiddle' 
twigg: vc;component count vt 'twig' 
twinkl: vc;abstract count vt 'twinkle' 
twitche: vc;VRB statePhy vt 'twitch' 
twitt: vc;VNPPP count per vt 'twit' 
typ: vc;VNPPP VNPPPas abstract artifact classUnit kind looks vacOf vt 'type' 
typesett: vc;VBDN mkBetter 'typeset' 
typewrit: vc;express hold 'typewrite' 
typifi: vc;chgAttr vt 'typify' 
typifie: vc;chgAttr vt 'typify' 
uglifi: vc;playDown vt 'uglify' 
uglifie: vc;playDown vt 'uglify' 
ulcerat: vc;ill vt 'ulcerate' 
ululat: vc;VI VPP vi 'ululate' 
unbarr: vc;openShut vt 'unbar' 
unbrac: vc;enGrow separate 'unbrace' 
unbridl: vc; 'unbridle' 
unbuckl: vc;vt 'unbuckle' 
uncapp: vc;enAppear 'uncap' 
unclenche: vc; 'unclench' 
unclipp: vc; 'unclip' 
unclogg: vc;chgProperty 'unclog' 
undeceiv: vc;VNPPP know vt 'undeceive' 
underachiev: vc;vt 'underachieve' 
underbidd: vc;VNPPP VPP express vt 'underbid' 
undercharg: vc;VNPNP VNPPP VPP VPPPP count vt 'undercharge' 
undercutt: nc vc;VBDN abstract vt 'undercut' 
underestimat: vc;VHOWSS abstract count stateMental troubleW vt 'underestimate' 
underexpos: vc;vt 'underexpose' 
underli: vc;hold vt 'underlie' 
underlin: vc;VTH abstract count express vt 'underline' 
undermin: vc;attack mkBad vt 'undermine' 
underpinn: vc;VNPPP hold promoteW vt 'underpin' 
underrat: vc;mkOwnKnowledge vt 'underrate' 
underscor: vc;VHOWSS VTH abstract vt 'underscore' 
understudi: vc;count job vt 'understudy' 
understudie: vc;count job vt 'understudy' 
undertak: vc;VNG VNPPPas bear vacVO vt vtoV 'undertake' 
undervalu: vc;mkOwnKnowledge vt 'undervalue' 
underwrit: vc;VNPPPas pEmo vt 'underwrite' 
undrap: vc;openShut 'undrape' 
undresse: vc;abstract artifact vt 'undress' 
undulat: vc;move 'undulate' 
unfreez: vc;chgGood looksChg 'unfreeze' 
unhing: vc;vt 'unhinge' 
unhitche: vc;VNPPP separate vt 'unhitch' 
unifi: vc;VNPPPas associate 'unify' 
unifie: vc;VNPPPas associate 'unify' 
uniformis: vc; 'uniformise' 
unimpresse: vc;annoy 'unimpress' 
unit: vc;VIrecip VNPPP VPNGsc VPP associate
unitis: vc;vt 'unitise' 
unlac: vc;separate vt 'unlace' 
unlashe: vc;separate 'unlash' 
unlaxe: vc;enGrow 'unlax' 
unleashe: vc;VNPPP enMove vt 'unleash' 
unmak: vc;enHidden 'unmake' 
unmann: vc;enHidden 'unman' 
unnerv: vc;annoy vtPer 'unnerve' 
unpinn: vc;moveOut 'unpin' 
unplugg: vc;moveOut vt 'unplug' 
unravell: vc;VI chgConnect vt 'unravel' 
unrigg: vc;enMove 'unrig' 
unsaddl: vc;vt 'unsaddle' 
unscrambl: vc;express vt 'unscramble' 
unsettl: vc;attack vtPer 'unsettle' 
unsheath: vc;enAppear vt 'unsheathe' 
unstapl: vc; 'unstaple' 
unsubstantialis: vc; 'unsubstantialise' 
untangl: vc;separate 'untangle' 
unti: vc;VNPPP chgMeasure separate vt 'untie' 
untun: vc; 'untune' 
untwin: vc; 'untwine' 
unweav: vc; 'unweave' 
unwrapp: vc;openShut vt 'unwrap' 
unzipp: vc;separate vt 'unzip' 
updat: vc;VNPPP VerbNom vt 'update' 
upgrad: A vc;VI VNPPP VPP VPPPP VerbNom count improve useC vt 'upgrade' 
upheav: vc;chg vt 'upheave' 
uprais: vc;chgAttr chgGood 'upraise' 
upris: vc;fight move 'uprise' 
upsett: vc;APP VBDN abstract annoy attack count passion pred vt 'upset' 
upstag: A;RB behavior vt 'upstage' 
urbanis: vc;chgAttr vt 'urbanise' 
urbaniz: vc;chgAttr vt 'urbanize' 
urg: vc;Nom VNPPPdir VNPRB VNPTOoc VPP VPhisNG VSS VTH VhisNG count needForW perOrgV vtPer vtoV 'urge' 
urinat: vc;metabolize vi 'urinate' 
utilis: vc;VNPTOsc pt useC vacVO vt 'utilise' 
utiliz: vc;VNPPNGsc VNPPP VNPPPas VNPTOsc mkAct pt useC vacVO vt 'utilize' 
vacat: vc;enHidden moveOut 'vacate' 
vaccinat: vc;VNPPP resume vt 'vaccinate' 
vacillat: vc;VI VPP troubleW vi volition 'vacillate' 
validat: vc;pEmo tWord vt 'validate' 
valoriz: vc;chgProperty 'valorize' 
valu: vc;VNPPP abstract info vacOf vt worth 'value' 
valuat: vc;tryToKnow 'valuate' 
vandaliz: vc;mkBad 'vandalize' 
vanishe: vc;VI VPP chgTime statePhy vi 'vanish' 
vanquishe: vc;haveContest remove vtPer 'vanquish' 
vaporis: vc;vt 'vaporise' 
vaporiz: vc;chgAttr move statePhy 'vaporize' 
vari: vc;VNPPP VNPPPPP VPP VPPPP VRB chgAttr chgIsa statePhy 'vary' 
varie: vc;VNPPP VNPPPPP VPP VPPPP VRB chgAttr chgIsa statePhy 'vary' 
variegat: vc;beC chgAttr vt 'variegate' 
varietie: nc;abstract kind 'variety' 
vascularis: vc;vt 'vascularise' 
vasectomis: vc;enHidden 'vasectomise' 
vasectomiz: vc;enHidden 'vasectomize' 
vaticinat: vc;deduce vt 'vaticinate' 
vatt: vc;count prod 'vat' 
vegetat: vc;VI beNormal vi 'vegetate' 
vellicat: vc;take vt 'vellicate' 
velocitie: nc;speed 'velocity' 
venerat: vc;VNPPP pAttitude vt 'venerate' 
ventilat: vc;chgLooks chgMental chgProperty vt 'ventilate' 
ventur: vc;VPP VTH VerbNom act vtoV 'venture' 
verbalis: vc;mkSound vt 'verbalise' 
verbaliz: vc;VNPPP mkSound vt 'verbalize' 
verbifi: vc;chgAttr 'verbify' 
verbifie: vc;chgAttr 'verbify' 
verifi: vc;VTH tWord tryToKnow vt 'verify' 
verifie: vc;VTH tWord tryToKnow vt 'verify' 
vernaliz: vc;chgAttr 'vernalize' 
versifi: vc;produce vt 'versify' 
versifie: vc;produce vt 'versify' 
vesiculat: vc;appear vt 'vesiculate' 
vestur: vc;tool v 'vesture' 
vexe: vc;attack vtPer 'vex' 
vibrat: vc;move 'vibrate' 
victimis: vc;injureW mkAct vtPer 'victimise' 
victimiz: vc;give injureW mkAct vtPer 'victimize' 
videotap: vc;VNPNGoc artifact vt 'videotape' 
vilifi: vc;attack playDown vtPer 'vilify' 
vilifie: vc;attack playDown vtPer 'vilify' 
vindicat: vc;VNPPP chgIsa mkOwnKnowledge vt 'vindicate' 
violat: A vc;aggravateW chgFit mkBad vt 'violate' 
virilis: vc;vt 'virilise' 
visualis: vc;create tryToKnow vt 'visualise' 
visualiz: vc;VNPNG VNPPP VNPPPas create deduce vt 'visualize' 
vitalis: vc;promoteW vt 'vitalise' 
vitaliz: vc;chgEmo chgState promoteW vt 'vitalize' 
vitaminis: vc; 'vitaminise' 
vitiat: vc;attack mkBad vtPer 'vitiate' 
vitrifi: vc;VNPPP chgAttr vt 'vitrify' 
vitrifie: vc;VNPPP chgAttr vt 'vitrify' 
vituperat: vc;VNPPP annoy playDown vt 'vituperate' 
vivifi: vc;chgGood chgState vt 'vivify' 
vivifie: vc;chgGood chgState vt 'vivify' 
vociferat: vc;VPP mkSound 'vociferate' 
voic: vc;VNPPP looks mental soundQua vt 'voice' 
volatilis: vc;statePhy 'volatilise' 
volatiliz: vc;statePhy 'volatilize' 
vomitt: vc;VNPPP artifact nt troubleW vt 'vomit' 
vot: vc;VI VNPPPfor VPP VRB VTH VWHSS VerbNom count tWord vAP vt vtoV 'vote' 
vouche: vc;VPP VPPTH pEmo tWord 'vouch' 
vulcanis: vc;chgAttr control vt 'vulcanise' 
vulcaniz: vc;chgAttr control vt 'vulcanize' 
vulgaris: vc;chgAttr vt 'vulgarise' 
vulgariz: vc;chgAttr demeanor vt 'vulgarize' 
wad: vc;VPP move 'wade' 
wadd: vc;VPP move 'wad' 
waddl: vc;VI VPPdir abstract count vi 'waddle' 
waffl: vc;VPP VPhisNG VerbNom artifact v 'waffle' 
wag: vc;VNPPP abstract artifact count vt 'wage' 
waggl: vc;VNPPP chg vt 'waggle' 
waiv: vc;give vt 'waive' 
wak: vc;VPP count natural vt 'wake' 
wan: vc;VI count statePhy vi 'wane' 
wangl: vc;VNPPNGoc VNPPP abstract count vt 'wangle' 
warbl: vc;count natural nt vt 'warble' 
warehous: vc;artifact count 'warehouse' 
warr: vc;VI VIrecip VPP VPPPP VerbNom 'war' 
washe: vc;VI VNPAP VNPPP VPP VerbNom vt 'wash' 
wast: vc;VNPNGsc VNPPNGsc VNPPP VPP VerbNom natural troubleW vt waste worsen 'waste' 
watche: vc;VNPNG VNPPP VPP VerbNom perOrgV tool useC vVing 'watch' 
waterlogg: vc;worsen 'waterlog' 
waterskii: vc; 'waterski' 
wattl: vc;component v 'wattle' 
wav: vc;VNPPP VPP abstract count natural vt 'wave' 
waxe: vc;chgLooks moreC vAP vt 'wax' 
weav: vc;VNPPPdir VPP VPPdir component count 'weave' 
wedd: vc;VBDN VI VIrecip VNPPP associate vt 'wed' 
wedg: vc;VNPPP count tool 'wedge' 
welche: vc; 'welch' 
welcom: A vc;ATO VNPPP VNPPPas VNPRB VerbNom count pt vt 'welcome' 
welshe: nc vc;VPP origin per 'welsh' 
wenche: vc;count per 'wench' 
westernis: vc;chgAttr vt 'westernise' 
westerniz: vc;chgAttr vt 'westernize' 
wet-nurs: vc;count hyphenated job 'wet-nurse' 
whamm: vc;chgForm 'wham' 
whapp: vc;mkBad 'whap' 
wheedl: vc;VNPPNGoc VNPPP enDo vt 'wheedle' 
wheez: vc;VI count vi 'wheeze' 
whett: vc;chgLooks vt 'whet' 
whin: vc;VPP VTH abstract bad count natural perV vtoV 'whine' 
whipp: vc;VNPPP VPP VPPdir artifact count vt 'whip' 
whistl: vc;VPP artifact count natural vt 'whistle' 
whitewashe: vc;VerbNom vt 'whitewash' 
whittl: vc;VNPPP chgQuant vt 'whittle' 
whopp: vc;mkBad 'whop' 
wiggl: vc;VNPPPdir VNPRB VPPdir VRB count vt 'wiggle' 
wigwagg: vc;enMove 'wigwag' 
wil: vc;abstract count 'wile' 
winc: vc;VI VPP count vi 'wince' 
winche: vc;component count prod tool v 'winch' 
window-shopp: vc;hyphenated move 'window-shop' 
winn: vc;VI VNPPPfor VPP VerbNom count up vt win 'win' 
winteris: vc;act 'winterise' 
winteriz: vc;act 'winterize' 
wip: vc;VNPAP VNPPP VPP count prod vt 'wipe' 
wishe: vc;VNPAP VNPEN VNPNP VNPRB VNPTOoc VPP VPPforTO VSS VTH VerbNom count mental needForW perV purpose stateMental vt vtoV 'wish' 
witnesse: vc;VNPNGoc ness per perOrgV vt 'witness' 
wobbl: vc;VNPRB VPPdir abstract vt 'wobble' 
womanis: vc;vi 'womanise' 
womaniz: vc;VI pAttitude vi 'womanize' 
worri: vc;NV VI VNPPhisNG VPP VPPNG VPhisNG VSS VTH VerbNom annoy problem stateMental vt weakPI worry 'worry' 
worrie: vc;NV VI VNPPhisNG VPP VPPNG VPhisNG VSS VTH VerbNom annoy problem stateMental vt weakPI worry 'worry' 
worshipp: vc;VerbNom stateMental vt 'worship' 
wrangl: vc;VI VIrecip VNPPP VPP VPPPP VPhisNG abstract count 'wrangle' 
wrapp: vc;VNPPP VPP count vt 'wrap' 
wreath: vc;VNPPP enMove 'wreathe' 
wrenche: vc;VNPAP VNPPP count tool vt 'wrench' 
wrestl: vc;VIrecip VNPPP VPP VPPPP count vt 'wrestle' 
wriggl: vc;VNPPP VNPRB VPPdir VRB abstract count vt 'wriggle' 
wrinkl: vc;abstract count natural nt vt 'wrinkle' 
writ: vc;VI VNPPP VNPRB VPP VPPNG VPPas VTH dative express perV produce vt 'write' 
writh: vc;VI VPP move vi whileAway 'writhe' 
xeroxe: vc;count 'xerox' 
yakk: vc;animal count v 'yak' 
yapp: vc;VPP count v 'yap' 
zagh: vc;abstract 'zag' 
zapp: vc;abstract situation vt 'zap' 
zipp: vc;VNPPP VPPdir abstract component vt 'zip' 

