20-20_technologies::: NNP NE;nc com nc 
university_of_maine_-farmington::: ;NN nc org 
university_of_maine_-fort_kent::: ;NN nc org 
university_of_maine_-machias::: ;NN nc org 
university_of_maine_-orono::: ;NN nc org 
university_of_maine_-presque_isle::: ;NN nc org 
university_of_management_&_technology::: ;NN nc org 
university_of_mary::: ;NN nc org 
university_of_mary_hardin-baylor::: ;NN nc org 
university_of_maryland_-baltimore::: ;NN nc org 
university_of_maryland_-college_park::: ;NN nc org 
university_of_maryland_eastern_shore::: ;NN nc org 
university_of_massachusetts_-amherst::: ;NN nc org 
university_of_massachusetts_-boston::: ;NN nc org 
university_of_massachusetts_-dartmouth::: ;NN nc org 
university_of_massachusetts_-lowell::: ;NN nc org 
university_of_melbourne::: ;NN nc org 
university_of_memphis::: ;NN nc org 
university_of_miami::: ;NN nc org 
university_of_michigan_-ann_arbor::: ;NN nc org 
university_of_michigan_-dearborn::: ;NN nc org 
university_of_michigan_-flint::: ;NN nc org 
university_of_minnesota_-crookston::: ;NN nc org 
university_of_minnesota_-duluth::: ;NN nc org 
university_of_minnesota_-minneapolis::: ;NN nc org 
university_of_minnesota_-morris::: ;NN nc org 
university_of_mississippi::: ;NN nc org 
university_of_mississippi_medical_center::: ;NN nc org 
university_of_missouri_-columbia::: ;NN nc org 
university_of_missouri_-kansas_city::: ;NN nc org 
university_of_missouri_-rolla::: ;NN nc org 
university_of_missouri_-st._louis::: ;NN nc org 
university_of_mobile::: ;NN nc org 
university_of_montana::: ;NN nc org 
university_of_montevallo::: ;NN nc org 
university_of_nebraska_-kearney::: ;NN nc org 
university_of_nebraska_-lincoln::: ;NN nc org 
university_of_nebraska_-omaha::: ;NN nc org 
university_of_nevada_-las_vegas::: ;NN nc org 
university_of_nevada_-reno::: ;NN nc org 
university_of_new_england::: ;NN nc org 
university_of_new_hampshire::: ;NN nc org 
university_of_new_haven::: ;NN nc org 
university_of_new_mexico::: ;NN nc org 
university_of_new_mexico_-gallup::: ;NN nc org 
university_of_new_orleans::: ;NN nc org 
university_of_newport::: ;NN nc org 
university_of_north_alabama::: ;NN nc org 
university_of_north_carolina_-asheville::: ;NN nc org 
university_of_north_carolina_-chapel_hill::: ;NN nc org 
university_of_north_carolina_-charlotte::: ;NN nc org 
university_of_north_carolina_-greensboro::: ;NN nc org 
university_of_north_carolina_-pembroke::: ;NN nc org 
university_of_north_carolina_-wilmington::: ;NN nc org 
university_of_north_dakota::: ;NN nc org 
university_of_north_florida::: ;NN nc org 
university_of_north_texas::: ;NN nc org 
university_of_north_texas_health_science_center::: ;NN nc org 
university_of_northern_california::: ;NN nc org 
university_of_northern_colorado::: ;NN nc org 
university_of_northern_iowa::: ;NN nc org 
university_of_northern_virginia::: ;NN nc org 
university_of_northwestern_ohio::: ;NN nc org 
university_of_notre_dame::: ;NN nc org 
university_of_of_the_district_of_columbia::: ;NN nc org 
university_of_oklahoma::: ;NN nc org 
university_of_oregon::: ;NN nc org 
university_of_pennsylvania::: ;NN nc org 
university_of_phoenix::: ;NN nc org 
university_of_pittsburgh::: ;NN nc org 
university_of_pittsburgh_at_greensburgh::: ;NN nc org 
university_of_pittsburgh_at_johnstown::: ;NN nc org 
university_of_pittsburgh_school_of_medicine::: ;NN nc org 
university_of_portland::: ;NN nc org 
university_of_puget_sound::: ;NN nc org 
university_of_redlands::: ;NN nc org 
university_of_rhode_island::: ;NN nc org 
university_of_richmond::: ;NN nc org 
university_of_rio_grande::: ;NN nc org 
university_of_rochester::: ;NN nc org 
university_of_saint_francis::: ;NN nc org 
university_of_saint_thomas::: ;NN nc org 
university_of_san_diego::: ;NN nc org 
university_of_san_francisco::: ;NN nc org 
university_of_science_&_arts_of_oklahoma::: ;NN nc org 
university_of_scranton::: ;NN nc org 
university_of_sioux_falls::: ;NN nc org 
university_of_south_alabama::: ;NN nc org 
university_of_south_carolina_-columbia::: ;NN nc org 
university_of_south_carolina_-spartanburg::: ;NN nc org 
university_of_south_carolina_-sumter::: ;NN nc org 
university_of_south_dakota::: ;NN nc org 
university_of_south_florida::: ;NN nc org 
university_of_southern_california::: ;NN nc org 
university_of_southern_indiana::: ;NN nc org 
university_of_southern_maine::: ;NN nc org 
university_of_southern_mississippi::: ;NN nc org 
university_of_st._francis::: ;NN nc org 
university_of_tampa::: ;NN nc org 
university_of_tennessee_-chattanooga::: ;NN nc org 
university_of_tennessee_-knoxville::: ;NN nc org 
university_of_tennessee_-martin::: ;NN nc org 
university_of_tennessee_-memphis::: ;NN nc org 
university_of_texas_-arlington::: ;NN nc org 
university_of_texas_-brownsville::: ;NN nc org 
university_of_texas_-dallas::: ;NN nc org 
university_of_texas_-edinburg::: ;NN nc org 
university_of_texas_-el_paso::: ;NN nc org 
university_of_texas_-health_and_science_center_at_san_antonio::: ;NN nc org 
university_of_texas_-houston_health_science_center::: ;NN nc org 
university_of_texas_-permian_basin::: ;NN nc org 
university_of_texas_-san_antonio::: ;NN nc org 
university_of_texas_-tyler::: ;NN nc org 
university_of_texas_health_center::: ;NN nc org 
university_of_texas_medical_branch_at_galveston::: ;NN nc org 
university_of_the_incarnate_word::: ;NN nc org 
university_of_the_ozarks::: ;NN nc org 
university_of_the_pacific::: ;NN nc org 
university_of_the_south::: ;NN nc org 
university_of_toledo::: ;NN nc org 
university_of_tulsa::: ;NN nc org 
university_of_utah::: ;NN nc org 
university_of_vermont::: ;NN nc org 
university_of_virginia::: ;NN nc org 
university_of_virginia's_college_at_wise::: ;NN nc org 
university_of_washington::: ;NN nc org 
university_of_washington_-bothell::: ;NN nc org 
university_of_west_alabama::: ;NN nc org 
university_of_west_florida::: ;NN nc org 
university_of_wisconsin_-eau_claire_campus::: ;NN nc org 
university_of_wisconsin_-green_bay_campus::: ;NN nc org 
university_of_wisconsin_-la_crosse_campus::: ;NN nc org 
university_of_wisconsin_-madison_campus::: ;NN nc org 
university_of_wisconsin_-milwaukee_campus::: ;NN nc org 
university_of_wisconsin_-oshkosh_campus::: ;NN nc org 
university_of_wisconsin_-parkside_campus::: ;NN nc org 
university_of_wisconsin_-platteville_campus::: ;NN nc org 
university_of_wisconsin_-river_falls_campus::: ;NN nc org 
university_of_wisconsin_-stevens_point_campus::: ;NN nc org 
university_of_wisconsin_-stout_campus::: ;NN nc org 
university_of_wisconsin_-superior_campus::: ;NN nc org 
university_of_wisconsin_-whitewater_campus::: ;NN nc org 
university_of_wyoming::: ;NN nc org 
unix_operating_system::: N nc;tool 
unu_chemical::: NNP NE;nc com nc 
up_and_running::: A ac;pt 
up_for_grabs::: A ac;idiomPP 
up_in_flames::: A ac;idiomPP 
up_in_smoke::: A ac;idiomPP 
up_to_par::: A ac;RB idiomPP pt 
up_to_scratch::: A ac;RB idiomPP pt 
up_to_the_challenge::: A ac;RB good idiomPP 
upc_technology::: NNP NE;nc com nc 
upper_respiratory_tract::: NN nc;bodyPart component 
upstate_biotechnology::: NNP NE;nc com nc 
uqm_technologies::: NNP NE;nc com nc 
urawa_red_diamonds::: NNP NE;nc com nc 
urban_behaviour::: NNP NE;nc com nc 
urge_on::: VB vc;VNPPP vt 
urinary_tract_surgery::: N nc;treatment 
urine_albumin_level::: N nc;abstract 
urine_estrogen_level::: N nc;abstract 
urine_galactose_level::: N nc;abstract 
urine_specific_gravity_level::: N nc;abstract 
us_airways::: NNP NE;nc com nc 
us_attorney_general::: NNP nc;job 
use_up::: VB vc;vt 
user_experience_designer::: N nc;job 
user_experience_researcher::: N nc;job 
usual_song_and_dance::: N nc;ntN 
usun_technology::: NNP NE;nc com nc 
utah_state_university::: ;NN nc org 
utah_valley_state_college::: ;NN nc org 
uterine_artery_embolization::: N nc;treatment 
uterine_cancer_cellular_diagnosis::: N nc;treatment 
uterine_cervix_cerclage::: N nc;treatment 
uterine_cervix_conization::: N nc;treatment 
uterine_corpus_cancer_cellular_diagnosis::: N nc;treatment 
uterine_tube_coagulation::: N deverbal nc;treatment 
uterine_tube_ligation::: N nc;treatment 
uterine_tube_sterilization::: N nc;treatment 
uterine_tube_surgery::: N nc;treatment 
uterus_cancer_cellular_diagnosis::: N nc;treatment 
v_technology::: NNP NE;nc com nc 
vacuum_assisted_closure::: N nc;treatment 
vacuum_process_technology::: NNP NE;nc com nc 
vaginal_cancer_cellular_diagnosis::: N nc;treatment 
vagus_nerve_stimulation::: N nc;treatment 
valdosta_state_university::: ;NN nc org 
valence_technology::: NNP NE;nc com nc 
valley_city_state_university::: ;NN nc org 
valor_computerized_systems::: NNP NE;nc com nc 
vamp_up::: VB vc;vt 
van_allen_belt::: N nc; 
van_de_graaff_generator::: NN nc;prod tool 
van_der_moolen_holding_nv::: NNP NE;nc com nc 
vance-granville_community_college::: ;NN nc org 
vanderbilt_university::: ;NN nc org 
varnish_over::: VB vc;vt 
vascular_solutions::: NNP NE;nc com nc 
vascular_technology::: NNP NE;nc com nc 
vassar_college::: ;NN nc org 
vault_of_heaven::: N nc; 
veer_away::: VB vc;VPP 
venture_out::: VB vc;VPP 
verizon_communications::: NNP NE;nc com nc 
vermont_technical_college::: ;NN nc org 
vernier_software_&_technology::: NNP NE;nc com nc 
vernon_yard_recordings::: NNP NE;nc com nc 
verso_technologies::: NNP NE;nc com nc 
vertical_rectus_abdominis_musculocutaneous_flap::: N nc;treatment 
very_important_person::: N nc;per 
via_rail::: NNP NE;nc com nc 
viacom_brand_solutions::: NNP NE;nc com nc 
victor_talking_machine::: NNP NE;nc com nc 
video_on_demand::: N nc;tech 
video_over_ip::: N nc;tech 
village_farms_income_fund::: NNP NE;nc com nc 
villanova_university::: ;NN nc org 
viral_gene_therapy::: N nc;treatment 
virginia_intermont_college::: ;NN nc org 
virginia_state_university::: ;NN nc org 
virginia_tech::: ;NN nc org 
virginia_wesleyan_college::: ;NN nc org 
vishay_intertechnology::: NNP NE;nc com nc 
vision_biotechnology_consulting::: NNP NE;nc com nc 
visually_impaired_person::: N nc;per 
vitesse_semiconductor::: NNP NE;nc com nc 
vivo_group::: NNP NE;nc com nc 
vnus_medical_technologies::: NNP NE;nc com nc 
vogt_electronic::: NNP NE;nc com nc 
voice_over_ip::: N nc;tech 
volar_plate_fixation::: N nc;treatment 
volunteer_state_community_college::: ;NN nc org 
vomit_up::: VB vc;vt 
von_neumann_machine::: N nc;tool 
vossloh_information_technologies::: NNP NE;nc com nc 
voyage_away::: VB vc;VPP 
voyage_back::: VB vc;VPP 
voyage_off::: VB vc;VPP 
voyage_out::: VB vc;VPP 
voyage_over::: VB vc;VPP 
voyage_up::: VB vc;VPP 
vue_technology::: NNP NE;nc com nc 
vulkan_electronic::: NNP NE;nc com nc 
vulvar_cancer_cellular_diagnosis::: N nc;treatment 
vxi_technology::: NNP NE;nc com nc 
wad_up::: VB vc;vt 
waft_up::: VB vc;VPP 
wait_out::: VB vc;vt 
wake_forest_university::: ;NN nc org 
wake_technical_community_college::: ;NN nc org 
wake_up::: VB vc;VPP vt 
wako_chemicals::: NNP NE;nc com nc 
walk_in::: VB vc;VPP 
wall_in::: VB vc;vt 
wall_off::: VB vc;vt 
wall_up::: VB vc;vt 
wallace_computer_services::: NNP NE;nc com nc 
wallace_state_college::: ;NN nc org 
walsin_technology::: NNP NE;nc com nc 
walter_reed_army_medical_center::: ;NN nc org 
walters_state_community_college::: ;NN nc org 
waltz_off::: VB vc;VPP 
wankel_rotary_engine::: NN nc;tool 
warm_up::: VB vc;VI VPP vt 
warner_bros.::: NNP NE;nc com nc 
warner_brothers::: ;NN nc org 
warner_pacific_college::: ;NN nc org 
warner_southern_college::: ;NN nc org 
wash_down::: VB vc;VNPPP VPP vt 
wash_out::: VB vc;VI vt 
wash_up::: VB vc;VNPPP VPP 
washington_&_lee_university::: ;NN nc org 
washington_and_jefferson_college::: ;NN nc org 
washington_bible_college::: ;NN nc org 
washington_county_technical_college::: ;NN nc org 
washington_mutual::: NNP NE;nc com nc 
washington_state_university::: ;NN nc org 
washington_state_university_-spokane::: ;NN nc org 
washington_state_university_-tri-cities::: ;NN nc org 
washington_state_university_-vancouver::: ;NN nc org 
watch_out::: VB vc;VPP 
water_waste_drain::: N nc;solution 
waukesha_county_technical_college::: ;NN nc org 
wave_around::: VB vc;VNPPP vt 
wave_away::: VB vc;vt 
wave_off::: VB vc;VNPPP vt 
wave_on::: VB vc;vt 
wavefront_technology::: NNP NE;nc com nc 
way_to_go::: N nc oral;good imperative 
wayland_baptist_univeristy::: ;NN nc org 
wayland_baptist_univeristy_-plainview::: ;NN nc org 
wayland_baptist_university_-anchorage::: ;NN nc org 
wayne_state_college::: ;NN nc org 
ways_and_means_committee::: N nc;orgHN 
wayside_technology_group::: NNP NE;nc com nc 
waysun_chemical_fibre::: NNP NE;nc com nc 
weak_earnings_report::: N nc;troubleW 
weak_than_expect::: A ac;troubleW 
wean_away::: VB vc;VNPPP 
weapon_of_mass_destruction::: NN nc;prod tool 
weapon_systems_technology_information_analysis_center::: NNP NE;nc com nc 
wear_in::: VB vc;vt 
web_gravity::: NNP NE;nc com nc 
web_koncept::: NNP NE;nc com nc 
weber_state_university::: ;NN nc org 
webligo_developments::: NNP NE;nc com nc 
weifang_shuangying_industrial_chemicals::: NNP NE;nc com nc 
weigh_in::: VB vc;VPP 
weigh_up::: VB vc;vt 
welcome_back::: VB vc;VPP 
weld_together::: VB vc;vt 
well_up::: VB vc;VI 
wells_dairy::: NNP NE;nc com nc 
wells_fargo::: NNP NE;nc com nc 
wells_gardner_electronics::: NNP NE;nc com nc 
wem_electronic_equipment::: NNP NE;nc com nc 
wend_in::: VB vc;VNPPP 
wenzhou_fenghau_industrial_chemical::: NNP NE;nc com nc 
wenzhou_opal_chemical_industry::: NNP NE;nc com nc 
wenzhou_sdar_electronic_instruments::: NNP NE;nc com nc 
west_japan_railway::: NNP NE;nc com nc 
west_liberty_state_college::: ;NN nc org 
west_texas_a&m_university::: ;NN nc org 
west_virginia_junior_college::: ;NN nc org 
west_virginia_state_college::: ;NN nc org 
west_virginia_wesleyan_college::: ;NN nc org 
westell_technologies::: NNP NE;nc com nc 
western_connecticut_state_university::: ;NN nc org 
western_fertiliser_technology::: NNP NE;nc com nc 
western_iowa_tech_community_college::: ;NN nc org 
western_oklahoma_state_college::: ;NN nc org 
western_union::: NNP NE;nc com nc 
western_wisconsin_technical_college::: ;NN nc org 
westfield_state_college::: ;NN nc org 
westinghouse_electric::: NNP NE;nc com nc 
westlake_chemical::: NNP NE;nc com nc 
westminster_theological_seminary::: ;NN nc org 
weston_solutions::: NNP NE;nc com nc 
wet_down::: VB vc;vt 
what_a_way::: A N ac nc;coolC 
what_kind_of::: ;DT vtt wh 
what_the_heck::: nN oral xC;NP2 RB XPP curse wh 
what_the_hell::: oral;RB cliche curse 
what_the_hell_of::: A ac oral xM;curse vtt 
wheel_and_axle::: NN nc;component tool 
wheel_back::: VB vc;VNPPPdir vt 
wheel_in::: VB vc;vt 
wheel_off::: VB vc;VNPPPdir vt 
wheel_out::: VB vc;VPP vt 
wheeling_jesuit_university::: ;NN nc org 
when_the_hell::: A ac;curse 
where_the_heck::: oral;RB SC curse wh 
whether_or_not::: P;SC 
while_away::: VB vc;vt 
whip_along::: VB vc;vt 
whip_on::: VB vc;vt 
whip_open::: VB vc;vt 
whirl_about::: VB vc;vt 
whirl_around::: VB vc;vt 
whisk_away::: VB vc;VNPPP VPPdir vt 
whisk_in::: VB vc;vt 
whisk_off::: VB vc;VNPPP VPPdir vt 
whisk_open::: VB vc;vt 
whisk_together::: VB vc;vt 
whitbybird_and_partners::: NNP NE;nc com nc 
white_anglo-saxon_protestant::: NNP nc;origin per 
white_electronic_designs::: NNP NE;nc com nc 
white_tie_and_tails::: N nc;tool 
white_wolf::: NNP NE;nc com nc 
whitehall_jewellers::: NNP NE;nc com nc 
whittier_college::: ;NN nc org 
whole_body_radiation::: N nc;treatment 
whoop_up::: VB vc;vt 
why_the_hell::: A ac;curse 
wichita_state_university::: ;NN nc org 
wide_area_network::: N nc;prod tool 
wideband_code_division_multiple_access::: N nc;tech 
williston_state_college::: ;NN nc org 
wilson_greatbatch_technologies::: NNP NE;nc com nc 
wilson_technical_community_college::: ;NN nc org 
wilsons_the_leather_experts::: NNP NE;nc com nc 
wimm_bill_dann_foods_ojsc::: NNP NE;nc com nc 
winbond_electronics::: NNP NE;nc com nc 
wind_down::: VB vc;VPP VPPdir vt 
wind_up::: VB vc;VNG VPP VPPdir vt 
winland_electronics::: NNP NE;nc com nc 
winnow_out::: VB vc;VNPPP vt 
winona_state_university::: ;NN nc org 
winston-salem_state_university::: ;NN nc org 
winter_green_roof::: N nc;tool 
wipe_down::: VB vc;vt 
wipe_off::: VB vc;vt 
wipe_on::: VB vc;vt 
wipe_up::: VB vc;vt 
wire_matrix_printer::: NN nc;tool 
wire_together::: VB vc;vt 
wireless_local_area_network::: N nc;prod tool 
wireless_ronin_technologies::: NNP NE;nc com nc 
wireless_sensor_network::: N nc;tech 
wiscosin_indianhead_technical_college::: ;NN nc org 
with_a_vengeance::: PP;RB idiomPP 
with_a_view_to::: P;about content /about/ 
with_both_barrels::: PP;RB idiomPP plu 
with_boundless_happiness::: PP;RB idiomPP ness pt 
with_concentrated_attention::: PP;RB idiomPP pt 
with_dazzling_brightness::: PP;RB idiomPP ness pt 
with_deep_feeling::: PP;RB idiomPP pt 
with_far-reaching_aspiration::: PP;RB idiomPP pt 
with_flowing_rhythm::: PP;RB idiomPP pt 
with_genuine_affection::: PP;RB idiomPP pt 
with_great_care::: PP;RB idiomPP pro 
with_great_concentration::: PP;RB idiomPP pt 
with_great_vigor::: PP;RB idiomPP pro 
with_high_proficiency::: PP;RB idiomPP perOrgF pro 
with_no_risk::: PP;RB idiomPP pro 
with_out_a_issue::: A ac;good 
with_rapt_attention::: PP;RB idiomPP pt 
with_reference_to::: P;about content /about/ 
with_regard_to::: P;about content /about/ 
with_special_care::: PP;RB idiomPP pt 
with_steady_steps::: PP;RB idiomPP pro 
with_tender_feelings::: PP;RB idiomPP pt 
with_the_prices_clearly_marked::: N nc;idiomPP up 
with_the_seal_unbroken::: N nc;idiomPP up 
with_unswerving_determination::: PP;RB idiomPP up 
with_vigorous_strides::: N nc;idiomPP up 
without_a_chance::: PP;RB idiomPP 
without_a_clue::: PP;RB idiomPP 
without_a_doubt::: PP;RB idiomPP intensifier 
without_a_hitch::: PP;RB easiness idiomPP pt 
without_a_net::: PP;RB idiomPP 
without_a_plan::: PP;RB idiomPP 
without_a_sound::: PP;RB idiomPP pred 
without_batting_an_eye::: PP;RB idiomPP 
without_let_or_hindrance::: PP;RB idiomPP 
without_my_consent::: PP;RB idiomPP troubleW 
without_parallel_in_history::: PP;RB idiomPP pt 
without_precedent_in_history::: PP;RB idiomPP pt 
without_selfish_considerations::: PP;RB idiomPP pt 
without_the_slightest_error::: PP nc;RB idiomPP up 
wizcom_technologies::: NNP NE;nc com nc 
wolf_down::: VB vc;vt 
wolfson_microelectronics::: NNP NE;nc com nc 
woo_away::: VB vc;VNPPP vt 
wood_tobe-coburn_school::: ;NN nc org 
woodshed_technologies::: NNP NE;nc com nc 
worcester_polytechnic_institute::: ;NN nc org 
word_processing_system::: N nc;tool 
work_off::: VB vc;vt 
work_over::: VB vc;vt 
world_championship_wrestling::: NNP NE;nc com nc 
world_energy_solutions::: NNP NE;nc com nc 
world_wide_technology::: NNP NE;nc com nc 
world_wide_web::: NNP nc;tool 
worldwide_interoperability_for_microwave_access::: N nc;tech 
wr_medical_electronics::: NNP NE;nc com nc 
wrangle_together::: VB vc;vt 
wrangle_up::: VB vc;vt 
wrap_up::: VB vc;VNPPP vt 
wrench_around::: VB vc;vt 
wrench_away::: VB vc;VNPPP vt 
wrench_off::: VB vc;vt 
wrest_away::: VB vc;VNPPP vt 
wrestle_away::: VB vc;VNPPP vt 
wright_brothers::: NNP NE;nc com nc 
wright_state_university::: ;NN nc org 
wring_out::: VB vc;vt 
wrinkle_up::: VB vc;vt 
write_down::: NN VB vc;VI VNPPP VPP VPPas VTH dative vt 
write_in::: VB vc;VTH vt 
wuhan_kaidi_fine_chemical_industrial::: NNP NE;nc com nc 
